Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Block of Vanadium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Yttrium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cobalt Brass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Phosphor
chiselsandbits:block_bit:0, Chiseled Bit - Block of Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Block of Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Red Garnet
chiselsandbits:block_bit:0, Chiseled Bit - Block of Yellow Garnet
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sugar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Vinteum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Redrock
chiselsandbits:block_bit:0, Chiseled Bit - Block of Potassium Feldspar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Biotite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Granite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Chrysotile
chiselsandbits:block_bit:0, Chiseled Bit - Block of Realgar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Vanadium Magnetite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polycaprolactam
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polytetrafluoroethylene
chiselsandbits:block_bit:0, Chiseled Bit - Block of Powellite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Pyrite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Pyrolusite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Pyrope
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rock Salt
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rubber
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruby
chiselsandbits:block_bit:0, Chiseled Bit - Block of Salt
chiselsandbits:block_bit:0, Chiseled Bit - Block of Saltpeter
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sapphire
chiselsandbits:block_bit:0, Chiseled Bit - Block of Scheelite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silicon Dioxide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sodalite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sodium Sulfide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dysprosium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Erbium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Europium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gadolinium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gallium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Holmium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Indium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iridium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lanthanum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lithium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lutetium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnesium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Manganese
chiselsandbits:block_bit:0, Chiseled Bit - Block of Molybdenum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Neodymium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polydimethylsiloxane
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polystyrene
chiselsandbits:block_bit:0, Chiseled Bit - Block of Raw Styrene-Butadiene Rubber
chiselsandbits:block_bit:0, Chiseled Bit - Block of Styrene-Butadiene Rubber
chiselsandbits:block_bit:0, Chiseled Bit - Block of Potash
chiselsandbits:block_bit:0, Chiseled Bit - Block of Soda Ash
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gallium Arsenide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polyphenylene Sulfide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Indium Gallium Phosphide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Platinum Group Sludge
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ferrite Mixture
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel Zinc Ferrite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnesia
chiselsandbits:block_bit:0, Chiseled Bit - Block of Phosphorous Pentoxide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Fiber-Reinforced Epoxy Resin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrical Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Zinc
chiselsandbits:block_bit:0, Chiseled Bit - Block of Almandine
chiselsandbits:block_bit:0, Chiseled Bit - Block of Andradite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Annealed Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Asbestos
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ashes
chiselsandbits:block_bit:0, Chiseled Bit - Block of Banded Iron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Battery Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Blue Topaz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Brass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Brown Limonite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Calcite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cassiterite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Block of Chalcopyrite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Flint
chiselsandbits:block_bit:0, Chiseled Bit - Block of Diatomite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Niter
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tantalite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Hydrated Coal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Apatite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sterling Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rose Gold
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bismuth Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Red Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Blue Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Damascus Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tungstensteel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Red Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Americium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Antimony
chiselsandbits:block_bit:0, Chiseled Bit - Block of Arsenic
chiselsandbits:block_bit:0, Chiseled Bit - Block of Barium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Beryllium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bismuth
chiselsandbits:block_bit:0, Chiseled Bit - Block of Boron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Caesium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Calcium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Carbon
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cadmium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cerium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Chrome
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cobalt
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Soldering Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Spessartine
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sphalerite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Stainless Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Stibnite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tanzanite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tetrahedrite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Topaz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tungstate
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ultimet
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uraninite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uvarovite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Vanadium-Gallium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Wrought Iron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Malachite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mirabilite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mica
chiselsandbits:block_bit:0, Chiseled Bit - Block of Trona
chiselsandbits:block_bit:0, Chiseled Bit - Block of Barite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gypsum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Alunite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dolomite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Wollastonite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Zeolite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Kyanite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Kaolinite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Talc
chiselsandbits:block_bit:0, Chiseled Bit - Block of Soapstone
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnetic Iron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnetic Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ferrosilite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cupric Oxide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polyvinyl Chloride
chiselsandbits:block_bit:0, Chiseled Bit - Block of Arsenic Trioxide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cobalt Oxide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Zincite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Antimony Trioxide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Massicot
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartz Sand
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mica Based Pulp
chiselsandbits:block_bit:0, Chiseled Bit - Block of Alumino Silicate Wool
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enderium
chiselsandbits:block_bit:0, Chiseled Bit - Block of ZPM Superconductor Base
chiselsandbits:block_bit:0, Chiseled Bit - Block of LuV Superconductor Base
chiselsandbits:block_bit:0, Chiseled Bit - Block of IV Superconductor Base
chiselsandbits:block_bit:0, Chiseled Bit - Block of EV Superconductor Base
chiselsandbits:block_bit:0, Chiseled Bit - Block of Basaltic Mineral Sand
chiselsandbits:block_bit:0, Chiseled Bit - Block of Granitic Mineral Sand
chiselsandbits:block_bit:0, Chiseled Bit - Block of Garnet Sand
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartz Sand
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bastnasite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Pentlandite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Spodumene
chiselsandbits:block_bit:0, Chiseled Bit - Block of Pollucite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lepidolite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Glauconite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Glauconite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Block of Vermiculite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bentonite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Fullers Earth
chiselsandbits:block_bit:0, Chiseled Bit - Block of Pitchblende
chiselsandbits:block_bit:0, Chiseled Bit - Block of Monazite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnetic Neodymium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tungstencarbide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Vanadiumsteel
chiselsandbits:block_bit:0, Chiseled Bit - Block of HSS-G
chiselsandbits:block_bit:0, Chiseled Bit - Block of HSS-E
chiselsandbits:block_bit:0, Chiseled Bit - Block of HSS-S
chiselsandbits:block_bit:0, Chiseled Bit - Block of Naquadah
chiselsandbits:block_bit:0, Chiseled Bit - Block of Naquadah Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enriched Naquadah
chiselsandbits:block_bit:0, Chiseled Bit - Block of Naquadria
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tritanium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Duranium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Borax
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gunpowder
chiselsandbits:block_bit:0, Chiseled Bit - Block of Paper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rare Earth
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nether Star
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cocoa
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ytterbium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Fireclay
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal Coke
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tenorite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cuprite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bornite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Chalcocite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enargite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tennantite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Borosilicate Glass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sodium Hydroxide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quicklime
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sodium Bisulfate
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silicone Rubber
chiselsandbits:block_bit:0, Chiseled Bit - Block of Darmstadtium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Niobium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Osmium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Palladium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Phosphorus
chiselsandbits:block_bit:0, Chiseled Bit - Block of Platinum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Plutonium 244
chiselsandbits:block_bit:0, Chiseled Bit - Block of Plutonium 241
chiselsandbits:block_bit:0, Chiseled Bit - Block of Potassium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Praseodymium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Promethium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rubidium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Samarium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Scandium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silicon
chiselsandbits:block_bit:0, Chiseled Bit - Block of Wulfenite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Yellow Limonite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Yttrium Barium Cuprate
chiselsandbits:block_bit:0, Chiseled Bit - Block of Certus Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartzite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Graphite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Graphene
chiselsandbits:block_bit:0, Chiseled Bit - Block of Jasper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Osmiridium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Perlite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lignite Coal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Olivine
chiselsandbits:block_bit:0, Chiseled Bit - Block of Opal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Amethyst
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enderpearl
chiselsandbits:block_bit:0, Chiseled Bit - Block of Endereye
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Chromite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cinnabar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cobaltite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sheldonite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cupronickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dark Ashes
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Galena
chiselsandbits:block_bit:0, Chiseled Bit - Block of Garnierite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Green Sapphire
chiselsandbits:block_bit:0, Chiseled Bit - Block of Grossular
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ilmenite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rutile
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bauxite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnesium Chloride
chiselsandbits:block_bit:0, Chiseled Bit - Block of HV Superconductor Base
chiselsandbits:block_bit:0, Chiseled Bit - Block of MV Superconductor Base
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lignite Coke
chiselsandbits:block_bit:0, Chiseled Bit - Block of Meat
chiselsandbits:block_bit:0, Chiseled Bit - Block of Neutronium
chiselsandbits:block_bit:0, Chiseled Bit - Tin Decoration Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Wall Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Decoration Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Block
chiselsandbits:block_bit:0, Chiseled Bit - Solid Meteoric Iron
chiselsandbits:block_bit:0, Chiseled Bit - Silicon Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Moon Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Moon Rock
chiselsandbits:block_bit:0, Chiseled Bit - Moon Turf
chiselsandbits:block_bit:0, Chiseled Bit - Cheese Ore
chiselsandbits:block_bit:0, Chiseled Bit - Moon Dungeon Brick
chiselsandbits:block_bit:0, Chiseled Bit - Hidden Redstone Wire
chiselsandbits:block_bit:0, Chiseled Bit - Hidden Redstone Repeater South
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Mars Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Mars Fine Regolith
chiselsandbits:block_bit:0, Chiseled Bit - Mars Regolith
chiselsandbits:block_bit:0, Chiseled Bit - Mars Dungeon Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Desh
chiselsandbits:block_bit:0, Chiseled Bit - Mars Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Asteroid Rock
chiselsandbits:block_bit:0, Chiseled Bit - Asteroid Rock
chiselsandbits:block_bit:0, Chiseled Bit - Asteroid Rock
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Asteroid Rock
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dark Decoration Block
chiselsandbits:block_bit:0, Chiseled Bit - Titanium Block
chiselsandbits:block_bit:0, Chiseled Bit - Venus Soft Rock
chiselsandbits:block_bit:0, Chiseled Bit - Venus Hard Rock
chiselsandbits:block_bit:0, Chiseled Bit - Venus Volcanic Rock
chiselsandbits:block_bit:0, Chiseled Bit - Pumice
chiselsandbits:block_bit:0, Chiseled Bit - Venus Dungeon Brick I
chiselsandbits:block_bit:0, Chiseled Bit - Venus Dungeon Brick II
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Venus Soft Rock
chiselsandbits:block_bit:0, Chiseled Bit - Venus Volcanic Rock
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Block
chiselsandbits:block_bit:0, Chiseled Bit - Venus Dungeon Brick I
chiselsandbits:block_bit:0, Chiseled Bit - Electrical Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Energetic Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Conductive Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Pulsating Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Dark Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Soularium Block
